//Key	Language	Translation	creation date yyyymmdd
//  GS ShopBuilder, Copyright (c) 2004 by GS Software AG, Dortmund (www.gs-shopbuilder.com) - Do not remove this copyright notice!		GS ShopBuilder version 3.0.0.3	data20020101
// ©2003 GS ShopBuilder - Droits de traduction réservés pour tous les pays. 			date20020101
// ©2003 GS ShopBuilder - All Rights Reserved.		All translations rights reserved.	date20020101
// ©2003 GS ShopBuilder - Todos los Derechos quedan reservados. 	 	Todas los derechos de traducción reservados.	date20020101
// ©2003 GS ShopBuilder - Alle Rechte vorbehalten.	 	Alle Übersetzungsrechte vorbehalten.	date20020101
// ©2003 GS ShopBuilder - Alle Rechten Voorbehouden. 	 		date20020101
// ©2003 GS ShopBuilder - Med ensamrätt.	 	 	date20020101	sv
// ©2003 GS ShopBuilder - Tutti i Diritti Riservati. 	 	Tutti i diritti di traduzione riservati.	date20020101
// ©2003 GS ShopBuilder - Todos os Direitos Reservados.	 	Todas os direitos de tradução reservados.	date20020101
// ©2003 GS ShopBuilder - Med eneret.	 	 	date20020101	dk
L_CountryHungary	deu	Ungarn	date20100517
L_CountryHungary	esp	Hungary	date20100517
L_CountryUruguay	deu	Uruguay	date20100517
L_CountryUruguay	esp	Uruguay	date20100517
L_CountryUzbekistan	deu	Uzbekistan	date20100517
L_CountryUzbekistan	esp	Uzbekistan	date20100517
L_CountryVirginIslandsUS	deu	US-Jungferninseln	date20100517
L_CountryVirginIslandsUS	esp	Virgin Islands, U.S	date20100517
L_CountryVanuatu	deu	Vanuatu	date20100517
L_CountryVanuatu	esp	Vanuatu	date20100517
L_CountryVenezuela	deu	Venezuela	date20100517
L_CountryVenezuela	esp	Venezuela	date20100517
L_CountryUnitedArabEmirates	deu	Vereinigte Arabische Emiraten	date20100517
L_CountryUnitedArabEmirates	esp	United Arab Emirates	date20100517
L_CountryUnitedKingdom	deu	Vereinigtes Koenigreich	date20100517
L_CountryUnitedKingdom	esp	United Kingdom	date20100517
L_CountryUnitedStates	deu	Vereinigte Staaten	date20100517
L_CountryUnitedStates	esp	United States	date20100517
L_CountryVietNam	deu	Vietnam	date20100517
L_CountryVietNam	esp	Viet Nam	date20100517
L_CountryWallisAndFutuna	deu	Wallis und Futuna	date20100517
L_CountryWallisAndFutuna	esp	Wallis and Futuna	date20100517
L_CountryChristmasIsland	deu	Weinachtsinseln	date20100517
L_CountryChristmasIsland	esp	Christmas Island	date20100517
L_CountryBelarus	deu	Weissrussland	date20100517
L_CountryBelarus	esp	Belarus	date20100517
L_CountryWesternSahara	deu	Westsahara	date20100517
L_CountryWesternSahara	esp	Western Sahara	date20100517
L_CountryCentralAfricanRepublic	deu	Zentranafrikanische Republik	date20100517
L_CountryCentralAfricanRepublic	esp	Central African Republic	date20100517
L_CountryCyprus	deu	Zypern	date20100517
L_CountryCyprus	esp	Cyprus	date20100517
L_menuAssignTemplateCaption	deu	Zuordnung der Stilvorlagen	date20100907
L_menuAssignTemplateCaption	esp	assign templates	date20100907
L_menuMetaData.Caption	deu	Meta-Daten	date20100907
L_menuMetaData.Caption	esp	Metadata	date20100709
L_GsShopBuilderLabelRegWebAddress	deu	Bitte geben Sie hier die vollständige URL Ihrer Domain an. z.B. http://www.meinshop.de	date20100907
L_GsShopBuilderLabelRegWebAddress	esp	please enter The web-address of your shop e.g. http://www.meinshop.de	date20100907
L_GsShopBuilderRegisterFormLabel6Fields4CharsCaption	deu	Bitte geben Sie hier Ihre Registrationsnummer ein	date20100907
L_GsShopBuilderRegisterFormLabel6Fields4CharsCaption	esp	please enter you registration code	date20100907
L_CatalogueFormMainMenu1MailClient	deu	Mailclient	date20100907
L_CatalogueFormMainMenu1MailClient	esp	Mailclient	date20100907
L_cbUsePhpExtendedSearchCaption	deu	erweiterte Suche	date20100907
L_cbUsePhpExtendedSearchCaption	esp	extended search	date20100907
L_cbUsePhpNewCustomerCaption	deu	Neukunden-Anmeldung	date20100512
L_cbUsePhpNewCustomerCaption	esp	register new customer	date20100512
L_defZahlungshinweis	deu	Die Einstellung Zahlungsarten definiert die bei Online-Bestellungen für Kunden möglichen Zahlungsarten. Im nachfolgenden Schritt können gewünschte Einstellungen vorgenommen werden.	date20100907
L_defzahlungshinweis	esp	The attitude payment defines payment possible with on-line orders for customers. In the following step desired attitudes can be made.	date20100907
L_GroupBoxBundle	deu	Bundle	date20100908
L_GroupBoxBundle	esp	Bundle	date20100908
L_needCreditCardCaption	deu	Für die Bereitstellung von Downloadartikeln muss die Zahlungsart ''Kreditkarte'' eingerichtet werden.	date20100511
L_needCreditCardCaption	esp	For providing  download items please active the payment ''Credit Card''.	date20100511
L_labelUpSellingList	deu	Up-Selling Liste	date20100908
L_labelUpSellingList	esp	Up-Selling List	date20100908
L_LabelUpSellingDescription	deu	Beschreibung	date20100908
L_LabelUpSellingDescription	esp	Description	date20100908
L_AvailableCountries	deu	verfügbare Länder	date20100913
L_AvailableCountries	esp	availiable countries	date20100913
L_SettingsAreasCountriesCaption	deu	Zuordnung Länder zu den Länderzonen	date20100913
L_SettingsAreasCountriesCaption	esp	Assignment countries to the address areas	date20100913
L_msgHomepageNewCategory	deu	Neue Kategorie	date20100914
L_msgHomepageNewCategory	esp	new category	date20100914
L_MenuContentsUpdate1.Caption	deu	Aktualisieren	date20100914
L_MenuContentsUpdate1.Caption	esp	update	date20100914
L_menuContentsPreview.Caption	deu	Vorschau	date20100914
L_menuContentsPreview.Caption	esp	preview	date	20100914
L_CatalogueFormPreviewContentText	deu	Diese Vorschau funktioniert nur mit den Contents: Standard-Content1 bis Standard-Content8 und HomeContent1 bis HomeContent3.	date20100914
L_CatalogueFormPreviewContentText	esp	This preview only works for StandardContens1-8 and HomeContens1-3.	date20100914
L_CatalogueFormPreviewTemplateCaption	deu	Die rote Umrandung markiert die Position des von Ihnen ausgewählten Contents.	date20100914
L_CatalogueFormPreviewTemplateCaption	esp	The red outline marks the position of your selected content.	date20100914
L_importFrom7l_directory	deu	GS ShopBuilder - Verzeichnis	date20100917
L_importFrom7l_directory	esp	GS ShopBuilder directory	date20100917
L_importFrom7l_article	deu	Artikel	date20100917
L_importFrom7l_article	esp	Article	date20100917
L_importFrom7l_attribut	deu	Attribute	date20100917
L_importFrom7l_attribut	esp	Attributs	date20100917
L_importFrom7l_images	deu	Bilder	date20100917
L_importFrom7l_images	esp	Images	date20100917
L_importFrom7l_protocoll	deu	Protokoll	date20100917
L_importFrom7l_protocoll	esp	Protocol	date20100917
L_importFrom7b_start	deu	Import starten	date20100917
L_importFrom7b_start	esp	start import	date20100917
L_importFrom7b_cancel	deu	Abbrechen	date20100917
L_importFrom7b_cancel	esp	cancel	date20100917
L_importFrom7b_ok	deu	Beenden	date20100917
L_importFrom7b_ok	esp	finish	date20100917
L_importFrom7import7form	deu	Import von älterer GS ShopBuilder Version	date20100917
L_importFrom7import7form	esp	Import from previous GS ShopBuilder version	date20100917
L_importFrom7_fopt	deu	Lösche Dateien...	date20100917
L_importFrom7_fopt	esp	Delete files...	date20100917
L_importFrom7_Hint	deu	Der Datenimport kann je nach Datenmenge einige Zeit in Anspruch nehmen. Bitte verwenden Sie währenddessen keine weiteren Anwendungen.	date20100917
L_importFrom7_Hint	esp	The import might take some time. Please do not use other applications while import.	date20100917
L_importFrom7_FromVersion	deu	von version	date20100917
L_importFrom7_FromVersion	esp	from version	date20100917
L_popupContentBold1Caption	deu	Fettschrift	date20100917
L_popupContentBold1Caption	esp	bold	date20100917
L_popupContentCursiv1Caption	deu	Kursiv	date20100917
L_popupContentCursiv1Caption	esp	cursiv	date20100917
L_popupContentUnderline1Caption	deu	Unterstrichen	date20100917
L_popupContentUnderline1Caption	esp	underline
L_popupContentStrikeCaption	deu	Durchgestrichen	date20100917
L_popupContentStrikeCaption	esp	strike	date20100917
L_popupContentLinkCaption	deu	Link	date20100917
L_popupContentLinkCaption	esp	Link	date20100927
L_popupContentEmail1Caption	deu	E-Mail	date20100917
L_popupContentEmail1Caption	esp	E-Mail	date20100917
L_FeesWithDiscountMessage	deu	Gebühren mit einem Rabatt sind nicht erlaubt!	date20100923
L_FeesWithDiscountMessage	esp	Fees with a discount are not allowed!	date20100923
L_FeesWithDiscountMessageCaption	deu	Info	date20100923
L_FeesWithDiscountMessageCaption	esp	Info	date20100923
L_SlideshowSavedMsg	deu	Slideshow wurde gespeichert	date20100924
L_SlideshowSavedMsg	esp	Slideshow has been saved	date20100924
L_KatalogartikelRadioAll	deu	Alle Artikel	date20100927
L_KatalogartikelRadioAll	esp	All items	date20100927
L_KatalogartikelRadioSel	deu	Auswahl	date20100927
L_KatalogartikelRadioSel	esp	Select items
L_KatalogartikelVon	deu	von:	date2010097
L_KatalogartikelVon	esp	from:	date20100927
L_KatalogartikelBis	deu	bis:	date20100927
L_KatalogartikelBis	esp	to:
L_KatalogartikelCheck	deu	Katalogartikel	date20100927
L_KatalogartikelCheck	esp	catalog item	date20100927
L_Cataloguearticle_text	deu	Artikel kann nicht bestellt werden	date20100927
L_Cataloguearticle_text	esp	Item can not be ordered	date20100927
L_KatalogartikelGroupbox	deu	Auswahl Artikelnummern (alphanumerisch)	date20100927
L_KatalogartikelGroupbox	esp	Selecting item numbers (alphanumeric)	date20100927
L_KatalogartikelCaption	deu	Setzen/Rücksetzen Katalogartikel	date20100927
L_KatalogartikelCaption	esp	Set/Reset catalog items	date20100927
L_NewItem	deu	Neue Artikelnummer	date20100924
L_NewItem	esp	new itemnumber	date20100924
L_msgArticeNoNotValid	deu	Die angegebene Artikelnummer ist nicht vorhanden!	date20100927
L_msgArticeNoNotValid	esp	Current article number is not available!	date20100927
L_cbUsePhpPasswordRecovery	deu	Passwort-Wiederherstellung	date20110124
L_cbUsePhpPasswordRecovery	esp	password recoverry	date20110124
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxTermsAndConditionscbTermsAndConditionsExtra	deu	Information über das Widerrufsrecht muss bestätigt werden.	date20110127
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxTermsAndConditionscbTermsAndConditionsExtra	esp	Information about the right of withdrawal must be confirmed.	date20110127
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxTermsAndConditionscbTermsAndConditionsNewsletter	deu	Newsletter kann im Bestellprozess angewählt werden.	date20110131
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxTermsAndConditionscbTermsAndConditionsNewsletter	esp	Newsletter can be selected in the order process.	date20110131
L_SettingsFormPageGroupboxTermsAndConditionsCaption	deu	Bestellprozess	date20110131
L_SettingsFormPageGroupboxTermsAndConditionsCaption	esp	Order process	date20110131
L_LabelwebmoneyID	deu	Geldbeutel des Shopbetreibers	date20100928
L_LabelwebmoneyID	esp	Merchant's purse 	date20100928
L_cbwebmoneyTestModeCaption	deu	WebMoney Testmodus	date20100928
L_cbwebmoneyTestModeCaption	esp	WebMoney testmode	date20100928
L_cbUsewebmoney	deu	WebMoney verwenden	date20101001
L_cbUsewebmoney	esp	Use WebMoney	date201001001
L_settingsMenuwebmoney	deu	WebMoney	date20101001
L_settingsMenuwebmoney	esp	WebMoney	date20101001
L_txtPaymentWebmoney	deu	WebMoney	date20101001
L_txtPaymentWebmoney	esp	WebMoney	date20101001
L_ts_ShoppasswordCaption	deu	Programmpasswort	date20110117
L_ts_ShoppasswordCaption	esp	Applicationpassword	date20110117
L_ts_SetPassword	deu	Programmpasswort setzen	date20110117
L_ts_SetPassword	esp	set up applicationpassword	date20110117
L_wrongShoppassword	deu	Ungültiges Passwort!	date20110118
L_wrongShoppassword	esp	wrong password!	date20110118
L_Password	deu	Passwort	date20110119
L_Password	esp	Password	date20110119
L_PasswordRepeat	deu	Passwort wiederholen	date20110119
L_PasswordRepeat	esp	repeat password	date20110119
L_PasswordDontMatch	deu	Die eingegeben Passwörter stimmen nicht überein	date20110119
L_PasswordDontMatch	esp	Password don't match	date20110119
L_PleaseEnterPasswort	deu	Bitte geben Sie ein Passwort ein	date20110119
L_PleaseEnterPasswort	end	Please enter a password	date20110119
L_cbQuestToProduct	deu	Frage zum Produkt aktivieren	date20110119
L_cbQuestToProduct	end	Activate: Question on Product	date20110119
L_cbAutocomplete	deu	Formular-Autovervollständigung	date20110308
L_cbAutocomplete	end	Form autocomplete	date20110308
L_cbProductGroupNew	deu	Warengruppe "Neuheiten"	date20110314
L_cbProductGroupNew	end	Category "New items"	date20110314
L_ImportFromGSBusinessManager	deu	Aus dem GS Businessmanager importieren	date20100520
L_ImportFromGSBusinessManager	esp	Import from GS Business Manager	date20101105
L_MenuExportToDynsbCaption	deu	Export zu Dynsb-Datenbank	date20100511
L_MenuExportToDynsbCaption	esp	export to online database	date20100511
L_CatalogueFormMainMenu1Dateii1Datenimportieren1AusDatenbankimportieren1Caption	deu	Aus Datenbank importieren	date20100511
L_CatalogueFormMainMenu1Dateii1Datenimportieren1AusDatenbankimportieren1Caption	esp	import from database	date20100511
L_CatalogueFormMainMenu1Dateii1Datenimportieren1AusDateiimportieren1Caption	deu	Aus Datei importieren	date20100511
L_CatalogueFormMainMenu1Dateii1Datenimportieren1AusDateiimportieren1Caption	esp	import from file	date20100511
L_CatalogueFormMainMenu1ImportFrom7Caption	deu	Import GS ShopBuilder 2 - 15	date20100511
L_CatalogueFormMainMenu1ImportFrom7Caption	esp	Import GS ShopBuilder 2 - 15	date20100511
L_CatalogueFormMainMenu1DeepLinks	deu	Deeplinks	date20100511
L_CatalogueFormMainMenu1DeepLinks	esp	Deeplinks	date20100511
L_CatalogueFormpmContentTagsAendern1Caption	deu	Ändern...	date20030218
L_CatalogueFormpmContentTagsAendern1Caption	esp	Edit...	date20030218
L_msgInconsCatalogItem	deu	Inkonsistente Einstellung Katalogartikel für Artikelnr	date20110222
L_msgInconsCatalogItem	esp	Inconsistent attitudes for catalog item in item number	date20110222
L_msgInconsDownloadItem	deu	Inkonsistente Einstellung Downloadartikel für Artikelnr	date20110222
L_msgInconsDownloadItem	esp	Inconsistent attitudes for download item in item number	date20110222
L_msgInconsBonusItem	deu	Inkonsistente Einstellung Bonusartikel für Artikelnr	date20110222
L_msgInconsBonusItem	esp	Inconsistent attitudes for bonus item in item number	date20110222
L_msgInconsBonusPoints	deu	Inkonsistente Einstellung Bonuspunkte für Artikelnr	date20110222
L_msgInconsBonusPoints	esp	Inconsistent attitudes for bonus points in item number	date20110222
L_msgInconsInquiryItem	deu	Inkonsistente Einstellung Anfrageartikel für Artikelnr	date20110222
L_msgInconsInquiryItem	esp	Inconsistent attitudes for inquiry item in item number	date20110222
L_msgInconsWithoutPriceItem	deu	Inkonsistente Einstellung 'ohne Preis' für Artikelnr	date20110222
L_msgInconsWithoutPriceItem	esp	Inconsistent attitudes for 'without price' in item number	date20110222
L_msgInconsActiveItem	deu	Inkonsistente Einstellung 'Aktiv' für Artikelnr	date20110222
L_msgInconsActiveItem	esp	Inconsistent attitudes for 'active' in item number	date20110222
L_msgInconsWeightItem	deu	Inkonsistentes Gewicht für Artikelnr	date20110222
L_msgInconsWeightItem	esp	Inconsistent weight in item number	date20110222
L_msgInconsAttribut1Item	deu	Inkonsistente Zuweisung Attributliste 1 für Artikelnr	date20110222
L_msgInconsAttribut1Item	esp	Inconsistent allocation attribute list 1 for item number 	date20110222
L_msgInconsAttribut2Item	deu	Inkonsistente Zuweisung Attributliste 2 für Artikelnr	date20110222
L_msgInconsAttribut2Item	esp	Inconsistent allocation attribute list 2 for item number 	date20110222
L_msgInconsAttribut3Item	deu	Inkonsistente Zuweisung Attributliste 3 für Artikelnr	date20110222
L_msgInconsAttribut3Item	esp	Inconsistent allocation attribute list 3 for item number 	date20110222
L_SettingsCentralItemText	deu	Zentrale Artikeltexte	date20110303
L_SettingsCentralItemText	esp	central item text	date20110303
L_SettingsCentralText1	deu	Text 1	date20110303
L_SettingsCentralText1	esp	Text 1	date20110303
L_SettingsCentralText2	deu	Text 2	date20110303
L_SettingsCentralText2	esp	Text 2	date20110303
L_SettingsCentralText3	deu	Text 3	date20110303
L_SettingsCentralText3	esp	Text 3	date20110303
L_Templatecheck_Warning1	deu	Sie haben ein Template ausgewählt, für das es innerhalb des GS ShopBuilder keine lokale Vorschau gibt.	date20110525
L_Templatecheck_Warning2	deu	Wenn Sie eine Vorschau benötigen, sollten Sie Ihren Shop in einem Unterverzeichnis "test" auf Ihrem Webserver veröffentlichen.	date20110525
L_Templatecheck_Warning1	esp	You have chosen a template, for which there is no local preview in the GS ShopBuilder.	date20110525 
L_Templatecheck_Warning2	esp	If you need a preview, you should publish your shop to a subdirectory "test" on your Web server.	date20110525
L_ActionGroupCaption	deu	Aktion fur Warengruppe	date20110707
L_ActionGroupCaption	esp	action for product group	date20110707
L_AktionFestpreis	deu	ein Preis fur alle Artikel	date20110707
L_AktionFestpreis	esp	one price for all items	date20110707
L_articleDetailsCenterText	deu	Zentraler Text	date20110303
L_articleDetailsCenterText	esp	central text	date20110303
L_articleDetailsUseCenterText	deu	zentralen Text verwenden	date20110303
L_articleDetailsUseCenterText	esp	use central text	date20110303
L_ItemDownloads	deu	Downloads	date20110310
L_ItemDownloads	esp	Downloads	date20110310
L_ItemDownloadsTitle	deu	Downloads zum Artikel	date20110310
L_ItemDownloadsTitle	esp	item downloads	date20110310
L_DownloadTitle	deu	Downloadtitel	date20110310
L_DownloadTitle	esp	download title	date20110310
L_DownloadFilename	deu	Dateiname	date20110310
L_DownloadFilename	esp	filename	date20110310
L_CatalogueFormPopUpRubrikenTreeAktionfrWarengruppe1Caption	deu	Aktion für Warengruppe	date20110715
L_CatalogueFormPopUpRubrikenTreeAktionfrWarengruppe1Caption	esp	action for product group	date20110715
L_ImageZoomCaption	deu	Bildvergrößerung benutzen	date20110310
L_ImageZoomCaption	esp	use image zoom	date20110310
L_YourLicenceExpired	deu	Ihre Lizenz läuft in	date20111011
L_YourLicenceExpired	esp	Your Licence will expire in	date20111011
L_LicenceExpiredDays	deu	Tagen	date20111011
L_LicenceExpiredDays	esp	days	date20111011
L_LicenceDemoOnly	deu	Danach ist nur der Demo-Modus vefügbar.	date20111011
L_LicenceDemoOnly	esp	After this the programm will run as demo.	date20111011
L_cbUseSofort	deu	Sofortüberweisung verwenden	date20111214
L_cbUseSofort	esp	Use Sofortbanking	date20111214
L_SettingsMenuSofort	deu Sofortüberweisung	date20111214
L_SettingsMenuSofort	eng Sofortbanking	date20111214
L_ButtonSofortGetAccount	deu Bei Sofortüberweisung anmelden...	date20111214
L_ButtonSofortGetAccount	eng Sign Up For a Sofortbanking Account...	date20111214
L_SofortUserId	deu Benutzer ID:	date20111214
L_SofortUserId	eng User ID:	date20111214
L_SofortProjectId	deu Projekt ID:	date20111214
L_SofortProjectId	eng Project ID:	date20111214
L_SofortHashAlg	deu Hash-Algorithmus:	date20111214
L_SofortHashAlg	eng Hash-Algorithmus:	date20111214
L_Testshop	deu Den Shop wird im Verzeichnis "testshop" auf dem Server veröffentlicht	date20111219
L_Testshop	deu The shop will be published in the directory "testshop" on the server	date20111219
L_MenuTestShopPablich	deu Testshop veröffentlichen...	date20111219
L_MenuTestShopPablich	eng Testshop publish...	date20111219
L_ButtonErmitteln	deu	Ermitteln	date20130313
L_ButtonErmitteln	esp	detect	date20130313
L_LabelRebuildPriceTab	deu	Preistabelle aktualisieren	date20130320
L_LabelRebuildPriceTab	esp	Rebuild Prices	date20130320
L_Settings_lblCostGen	deu	Versandkostentabelle allgemein	date20140228
L_Settings_lblCostGen	esp	General delivery costs	date20140228
L_Settings_lblCostWeight	deu	Versandkosten nach Gewicht	date20140228
L_Settings_lblCostWeight	esp	Delivery costs by weight	date20140228
L_SettingsLabelMaxValue	deu	Maximaler Bestellwert: 	date20140627
L_SettingsLabelMaxValue	esp	Maximum order: 	date20140627
L_SettingsLabelMaxValue	fra	Afin maximum: 	date20140627
L_PP_UseLiveSystem	deu	Echtes PayPal-System verwenden	date20140910
L_PP_UseLiveSystem	esp	Use live system	date20140910
L_PP_UseSandbox	deu	PayPal-Testsystem (Sandbox) verwenden	date20140910
L_PP_UseSandbox	esp	Use sandbox	date20140910
L_PP_GrpLive	deu	Echtes PayPal-System	date20140911
L_PP_GrpLive	esp	Real PayPal-Credentials	date20140911
L_PP_GrpSandbox	deu	PayPal-Testsystem (Sandbox)	date20140911
L_PP_GrpSandbox	esp	PayPal-Sandbox-Credentials	date20140911
L_PP_Signature	deu	Signatur	date20140911
L_PP_Signature	esp	Signature	date20140911
L_ViewPWCharacters	deu	Zeichen anzeigen	date20140911
L_ViewPWCharacters	esp	View characters	date20140911
L_NoGSServerMailScript	deu	Es ist nicht mehr möglich Bestellmails über Server der GS Software AG zu versenden. Bitte geben Sie ein Mailskript auf einem eigenen Server an. Für dieses Skript sind Sie selbst verantwortlich. Wir empfehlen Ihnen stattdessen ... zu verwenden	date20141006
L_NoGSServerMailScript	esp	Es ist nicht mehr möglich Bestellmails über Server der GS Software AG zu versenden. Bitte geben Sie ein Mailskript auf einem eigenen Server an. Für dieses Skript sind Sie selbst verantwortlich. Wir empfehlen Ihnen stattdessen ... zu verwenden	date20141006
L_NoDetailActivated	deu	In Ihrer alten GS ShopBuilder-Version sind keine Detailseiten aktiviert.	date20141112
L_NoDetailActivated	esp	No detailpages activated in your old version of GS ShopBuilder.	date20141112
